 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 BO-O-3805 ; Abra Tambillo ;3805; R ; -67.996573 ; -19.660903 
 BO-O-3860 ; Paso Tolapacheta ;3860; S ; -68.458673 ; -19.464236 
 BO-O-3905 ; Abra Jankho Willkhi ;3905; HS ; -68.693585 ; -18.582844 
 BO-O-4025 ; Portezuelo de Huailla ;4025; HS ; -68.440847 ; -19.440395 
 BO-O-4205 ; Paso Chinchillani ;4205; R ; -68.872766 ; -19.058656 
 BO-O-4382 ; Portezuelo Quihuiri ;4382; R1 ; -68.951527 ; -18.789779 
 BO-O-4385 ; Portezuelo de Cotas ;4385; HS ; -68.986443 ; -18.682864 
 BO-O-4435 ; Portezuelo de Japu ;4435; R ; -69.011762 ; -18.537211 
 BO-O-4475 ; Portezuelo Capitán ;4475; S ; -68.939817 ; -18.927085 
 BO-O-4635 ; Portezuelo de Huacallo ;4635; S ; -69.102208 ; -18.20999 
 BO-O-4665 ; Paso Jamachuma ;4665; HS ; -68.780592 ; -19.108944 
 BO-O-4685 ; Paso de Chungará-Tambo Quemado ;4685; 11-CH ; -69.073632 ; -18.284696 
 BO-O-4865 ; Paso de Casiri ;4865; S ; -69.071283 ; -18.074868 
 BO-P-2865 ; Abra Campameno ;2865; HS ; -64.932129 ; -19.430456 
 BO-P-3005 ; Abra Khoya Khasa ;3005; HS ; -64.967013 ; -19.424884 
 BO-P-3705 ; Abra Arenales ;3705; HS ; -68.216678 ; -21.140763 
 BO-P-3745 ; Abra de Huajra ;3745; S ; -65.803782 ; -22.075177 
 BO-P-3795 ; Paso Abra Oriente de Napa ;3795; R1 ; -68.585148 ; -20.557897 
 BO-P-3795a ; Abra Cruz ;3795; R ; -67.56277 ; -19.823472 
 BO-P-3805 ; Abra Poniente de Napa ;3805; R ; -68.60855 ; -20.545592 
 BO-P-4125 ; Abra Arenales ;4125; HS ; -68.451624 ; -20.781513 
 BO-P-4165 ; Abra Cone Villkhi ;4165; HS ; -68.182553 ; -19.750362 
 BO-P-4235 ; Abra Jatun Khasa ;4235; R ; -67.733081 ; -20.644151 
 BO-P-4245 ; Portezuelo de la Laguna ;4245; Route F5 R1 ; -68.541223 ; -20.801497 
 BO-P-4385 ; Paso Tres Cerrillos ;4385; S ; -68.712172 ; -20.07094 
 BO-P-4405 ; Portezuelo de Irruputuncu ;4405; S ; -68.552792 ; -20.747847 
 BO-P-4435 ; Paso Apacheta de Oje ;4435; S ; -68.604325 ; -19.666208 
 BO-P-4445 ; Portezuelo de Ascotán ;4445; S ; -68.136964 ; -21.656885 
 BO-P-4465 ; Portezuelo pie Norte del Cerro Laguna ;4465; HS ; -68.661399 ; -20.323032 
 BO-P-4485 ; Portezuelo de Chaxas ;4485; R1 ; -67.87743 ; -22.801231 
 BO-P-4485a ; Paso Portezuelo del Cajón ;4485; B-243 CV R1 ; -67.798594 ; -22.880822 
 BO-P-4535 ; Portezuelo de Silala ;4535; R ; -68.00942 ; -22.035203 
 BO-P-4555 ; Abra de Chutinza ;4555; S ; -68.528756 ; -20.914624 
 BO-P-4575 ; Portezuelo del Inca ;4575; R ; -68.100186 ; -21.717597 
 BO-P-4625 ; Portezuelo de Chela ;4625; HS ; -68.512974 ; -20.684159 
 BO-P-4625a ; Portezuelo de Queñuane ;4625; HS ; -68.724057 ; -20.135864 
 BO-P-4625b ; Paso Brajma ;4625; R ; -67.147983 ; -22.756437 
 BO-P-4705 ; Portezuelo de Bofedal ;4705; S ; -68.531036 ; -20.721684 
 BO-P-4855 ; Abra de Potoco ;4855; HS ; -66.949487 ; -22.058893 
 BO-P-5075 ; Paso del Linzor ;5075; HS ; -67.943833 ; -22.185205 
 BO-P-5085 ; Abra del Cerro Paroma ;5085; HS ; -68.426405 ; -20.944375 
 BO-P-5085a ; Portezuelo del Panizo ;5085; HS ; -67.921686 ; -22.394008 
 BO-P-5125 ; Portezuelo de Ocaña ;5125; R ; -68.439115 ; -20.640856 
 BO-P-5125a ; Abra Huaylla Jarita ;5125; HS ; -67.934012 ; -22.300411 
 BO-P-5255 ; Abra Carlota ;5255; HS ; -68.46494 ; -20.945879 
