 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 GB-SCT-0075 ; Bealach na Beinne ;75; HS ; -7.198 ; 57.67241 
 GB-SCT-0075a ; Scord of Cuckron ;75; HS ; -1.24637 ; 60.24888 
 GB-SCT-0079 ; Scord of Grunnigeo ;79; HS ; -0.91648 ; 60.5924 
 GB-SCT-0080 ; Fillarunnie Scord ;80; HS ; -1.24032 ; 60.34178 
 GB-SCT-0084 ; Windy Scord ;84; S ; -1.58583 ; 60.29028 
 GB-SCT-0084a ; Bealach na Caillich ;84; R ; -6.45897 ; 55.76351 
 GB-SCT-0085 ; Bealach Sheabhal ;85; HS ; -7.34918 ; 57.2197 
 GB-SCT-0088 ; Trona Scord ;88; A971 ; -1.61509 ; 60.28341 
 GB-SCT-0088a ; Bealach a’ Sgail ;88; HS ; -7.14536 ; 57.57515 
 GB-SCT-0090 ; Hamara Scord ;90; HS ; -1.38564 ; 60.4709 
 GB-SCT-0094 ; Bealach Eòrabhat ;94; S ; -6.88845 ; 57.8476 
 GB-SCT-0094a ; Bealach Buidhe ;94; R ; -5.78868 ; 57.75419 
 GB-SCT-0095 ; Nick of Whirstone ;95; HS ; -4.04552 ; 54.92796 
 GB-SCT-0095a ; Bealach a’ Bhaid Lònanaich ;95; HS ; -5.00729 ; 58.36323 
 GB-SCT-0095b ; Bealach Tigh Iarras ;95; HS ; -7.32405 ; 57.2527 
 GB-SCT-0095c ; Bealach Gaothach ;95; R (S) ; -5.41985 ; 56.42219 
 GB-SCT-0097 ; Balloch ;97; S ; -4.95184 ; 54.68452 
 GB-SCT-0098 ; Easterscord ;98; HS ; -1.24092 ; 60.37682 
 GB-SCT-0099 ; Bealach Maari ;99; HS ; -7.25504 ; 57.63746 
 GB-SCT-0101 ; Bealach Airneabhail ;101; HS ; -7.33154 ; 57.21309 
 GB-SCT-0101a ; Bealach Ruadh ;101; HS ; -6.16349 ; 56.73056 
 GB-SCT-0103 ; Bealach an Easain ;103; HS ; -7.27676 ; 57.16175 
 GB-SCT-0105 ; Bealach a' Chaolais ;105; HS ; -7.27508 ; 57.18694 
 GB-SCT-0105a ; The Hawse ;105; S1 ; -3.166069 ; 55.942784 
 GB-SCT-0110 ; Hamarigrind Scord ;110; HS ; -1.26165 ; 60.32895 
 GB-SCT-0110a ; Bealach Strome ;110; A894 ; -5.05262 ; 58.26808 
 GB-SCT-0112 ; Scord of Hamarsland ;112; HS ; -1.26884 ; 60.21184 
 GB-SCT-0114 ; Scord of Sound ;114; A971 ; -1.32281 ; 60.23677 
 GB-SCT-0115 ; Cadha Beag ;115; A832 ; -5.47397 ; 57.85306 
 GB-SCT-0115a ; Bealach na Baintighearna ;115; R ; -5.96719 ; 55.99598 
 GB-SCT-0115b ; Bealach an Tùir ;115; HS ; -4.98539 ; 58.43545 
 GB-SCT-0116 ; King’s Pass ;116; Minor road ; -3.61288 ; 56.56915 
 GB-SCT-0120 ; Scord of Scarfataing ;120; R ; -1.41817 ; 60.36108 
 GB-SCT-0125 ; Cadha Mòr ;125; HS ; -5.47426 ; 57.84313 
 GB-SCT-0125a ; Bealach Bad na h-Achlaise ;125; HS ; -5.00856 ; 58.35662 
 GB-SCT-0125b ; Bealach Càrnach ;125; HS ; -7.51317 ; 56.89331 
 GB-SCT-0127 ; Swyre ;127; R ; -3.75828 ; 55.15008 
 GB-SCT-0129 ; Stoura Scord ;129; HS ; -1.07979 ; 60.5597 
 GB-SCT-0130 ; Setter Scord ;130; B9071 ; -1.29741 ; 60.34319 
 GB-SCT-0133 ; Inni Scord ;133; HS ; -1.41106 ; 60.59302 
 GB-SCT-0135 ; Bealach an Fheadain ;135; R ; -5.62494 ; 57.33165 
 GB-SCT-0140 ; Muckle Scord ;140; HS ; -1.2951 ; 60.28442 
 GB-SCT-0145 ; Bealach a’ Chruidh ;145; S ; -5.99621 ; 57.48001 
 GB-SCT-0145a ; Bealach nam Piob ;145; HS ; -5.13243 ; 58.36146 
 GB-SCT-0145b ; Bealach Bàn ;145; HS ; -5.27861 ; 58.19529 
 GB-SCT-0145c ; Bealach Àrd ;145; HS ; -6.26596 ; 55.84004 
 GB-SCT-0146 ; Moosa Scord ;146; S ; -1.39217 ; 60.58882 
 GB-SCT-0147 ; Bealach Carach ;147; A861 ; -5.81973 ; 56.80874 
 GB-SCT-0149 ; Bealach Gaoth' Near ;149; HS ; -6.13772 ; 55.92662 
 GB-SCT-0153 ; Bealach Salach nan Airm ;153; Minor road ; -5.40986 ; 56.25369 
 GB-SCT-0155 ; Bealach an Friodhain ;155; S ; -5.68931 ; 56.40424 
 GB-SCT-0155a ; Bealach an Eisg ;155; HS ; -5.70931 ; 56.13399 
 GB-SCT-0156 ; Bealach a' Ghlinne ;156; HS ; -5.91629 ; 57.22484 
 GB-SCT-0159 ; Bealach na Croiche ;159; HS ; -6.36589 ; 57.24899 
 GB-SCT-0163 ; Bealach Ard ;163; S3 ; -4.53578 ; 56.09249 
 GB-SCT-0165 ; Bealach Gaoithe ;165; R ; -5.57332 ; 56.27584 
